Global_ID,MTR_ADJ,mtr,GDD,Global_ID2,entry,horizontal,ibloc,rep,pas,rng,plot,name,identity1,pedigree1,source,selection,v_desc,location,year,expt,harvester,f_pedigree,m_pedigree,fname,mname,pass,planter,loccode
21053026,25,84,21.23253012,2105_3026,20,0,6,3,63,11,3026,N21520,NA,N17504/N14229,18N147-03-02,20T2159,18A0147-18L144-18-19T199-19T1090-20T2159,SVREC,2021,2105,755,N14206/N14229,N11275/N11256,N17504,N14229,11,1913,SVR
21053027,30,89,21.62613636,2105_3027,15,0,6,3,64,11,3027,N21515,NA,N15306/N17504,18N121-09-04,20T2103,18A0121-18L119-18-19T102-19T1049-20T2103,SVREC,2021,2105,758,N11230/N11298,N14206/N14229,N15306,N17504,11,1914,SVR
21053028,29,88,21.54942529,2105_3028,11,0,6,3,65,11,3028,N21511,NA,N15306/N15337,18N119-06-02,20T2083,18A0119-18L117-18-19T87-19T1042-20T2083,SVREC,2021,2105,779,N11230/N11298,N12466/N11258,N15306,N15337,11,1915,SVR
21053029,29,88,21.54942529,2105_3029,34,0,6,3,66,11,3029,N21534,NA,G16339/N17506,18G442-03-06,20T2666,18A0442-18L436-18-19T1203-19T1538-20T2666,SVREC,2021,2105,782,G12508/G13478,N14230/N12447,G16339,N17506,11,1916,SVR
21053030,30,89,21.62613636,2105_3030,13,0,6,3,67,11,3030,N21513,NA,N15306/N16405,18N120-03-01,20T2096,18A0120-18L118-18-19T90-19T1044-20T2096,SVREC,2021,2105,803,N11230/N11298,N12466/N11264,N15306,N16405,11,1917,SVR
21053031,32,91,21.57,2105_3031,9,0,7,3,58,12,3031,N21509,NA,N14229/B16504,18N110-08-05,20T2067,18A0110-18L109-18-19T55-19T1027-20T2067,SVREC,2021,2105,685,N11275/N11256,Zenith//Alpena*/B09197,N14229,B16504,12,2163,SVR
21053032,25,84,21.23253012,2105_3032,22,0,7,3,59,12,3032,N21522,NA,N17504/B15430,18N152-08-04,20T2190,18A0152-18L149-18-19T242-19T1113-20T2190,SVREC,2021,2105,708,N14206/N14229,Zenith/B12721,N17504,B15430,12,2162,SVR
21053033,25,84,21.23253012,2105_3033,5,0,7,3,60,12,3033,N21505,NA,N14229/N17504,18N107-02-04,20T2038,18A0107-18L107-18-19T35-19T1017-20T2038,SVREC,2021,2105,709,N11275/N11256,N14206/N14229,N14229,N17504,12,2161,SVR
21053034,31,90,21.62696629,2105_3034,39,0,7,3,61,12,3034,I20816,ND POLAR,"ND132162, ND POLAR",NDSU,NA,navy,SVREC,2021,2105,732,NA,NA,NA,NA,12,2160,SVR
21053035,29,88,21.54942529,2105_3035,14,0,7,3,62,12,3035,N21514,NA,N15306/N17504,18N121-09-03,20T2102,18A0121-18L119-18-19T102-19T1049-20T2102,SVREC,2021,2105,733,N11230/N11298,N14206/N14229,N15306,N17504,12,2159,SVR
21053036,32,91,21.57,2105_3036,36,0,8,3,63,12,3036,I11264,MERLIN,"COOP 03019, MERLIN","COOP 03019, MERLIN",NA,NAVY,SVREC,2021,2105,756,NA,NA,NA,NA,12,2158,SVR
21053037,30,89,21.62613636,2105_3037,17,0,8,3,64,12,3037,N21517,NA,N16405/G17923,18N145-03-02,20T2154,18A0145-18L142-18-19T192-19T1087-20T2154,SVREC,2021,2105,757,N12466/N11264,G14505/G12901,N16405,G17923,12,2157,SVR
21053038,32,91,21.57,2105_3038,40,0,8,3,65,12,3038,I21920,HMS BOUNTY,HMS BOUNTY,"Provita, 12047",NA,navy,SVREC,2021,2105,780,NA,NA,NA,NA,12,2156,SVR
21053039,29,88,21.54942529,2105_3039,28,0,8,3,66,12,3039,N21528,NA,N17506/B15430,18N158-01-02,20T2225,18A0158-18L155-18-19T283-19T1132-20T2225,SVREC,2021,2105,781,N14230/N12447,Zenith/B12721,N17506,B15430,12,2155,SVR
21053040,26,85,21.31666667,2105_3040,25,0,8,3,67,12,3040,N21525,NA,N17506/N14229,18N155-06-02,20T2214,18A0155-18L152-18-19T268-19T1126-20T2214,SVREC,2021,2105,804,N14230/N12447,N11275/N11256,N17506,N14229,12,2154,SVR
21041001,27,86,21.40588235,2104_1001,25,0,1,1,46,1,1001,N20395,NA,B16504/N17504,18B245-01-01,19-20T769,18A0245-18L241-18-19T681-19T1318-19-20T769,SVREC,2021,2104,552,Zenith//Alpena*/B09197,N14206/N14229,B16504,N17504,1,46,SVR
21041002,25,84,21.23253012,2104_1002,31,0,1,1,47,1,1002,N20343,NA,N15337/N16405,18N123-03-01,19-20T307,18A0123-18L121-18-19T109-19T1054-19-20T307,SVREC,2021,2104,553,N12466/N11258,N12466/N11264,N15337,N16405,1,47,SVR
21041003,27,86,21.40588235,2104_1003,34,0,1,1,48,1,1003,N20341,NA,N15337/N16405,18N123-02-01,19-20T302,18A0123-18L121-18-19T108-19T1053-19-20T302,SVREC,2021,2104,576,N12466/N11258,N12466/N11264,N15337,N16405,1,48,SVR
21041004,26,85,21.31666667,2104_1004,27,0,1,1,49,1,1004,N20335,NA,N14229/G14503,18N113-03-01,19-20T266,18A0113-18L112-18-19T60-19T1029-19-20T266,SVREC,2021,2104,577,N11275/N11256,G11404/G11469,N14229,G14503,1,49,SVR
21041005,30,89,21.62613636,2104_1005,15,0,1,1,50,1,1005,N19284,NA,G14505/X16708,16G318-07-R109-01,18-19T1462,16A3002-17L302-18T1919-18-19T1462,SVREC,2021,2104,600,G11429/P08175,"N13120/PR0806-81A, 16A103",G14505,X16708,1,50,SVR
21041006,28,87,21.45,2104_1006,32,0,1,1,51,1,1006,N20376,NA,N17506/N16405,18N157-04-01,19-20T415,18A0157-18L154-18-19T280-19T1131-19-20T415,SVREC,2021,2104,601,N14230/N12447,N12466/N11264,N17506,N16405,1,51,SVR
21041007,26,85,21.31666667,2104_1007,10,0,2,1,46,2,1007,N18122,NA,N15334/N15335,16N153-02-02,17-18T500,16A0153-16L149-16-17T149-17T1077-17-18T500,SVREC,2021,2104,551,N12442/N11277,N12453/N11277,N15334,N15335,2,325,SVR
21041008,26,85,21.31666667,2104_1008,2,0,2,1,47,2,1008,N19246,NA,N15331/N16405,17N136-01-05,18-19T402,17A0136-17L164-17-18T359-18T1110-18-19T402,SVREC,2021,2104,554,N12438/N12468,N12466/N11264,N15331,N16405,2,324,SVR
21041009,30,89,21.62613636,2104_1009,17,0,2,1,48,2,1009,N19253,NA,N15335/N14243,17N140-10-01,18-19T414,17A0140-17L168-17-18T387-18T1121-18-19T414,SVREC,2021,2104,575,N12453/N11277,N11284/N11277,N15335,N14243,2,323,SVR
21041010,29,88,21.54942529,2104_1010,14,0,2,1,49,2,1010,N19223,NA,N14230/N16405,17N121-02-01,18-19T365,17A0121-17L150-17-18T290-18T1083-18-19T365,SVREC,2021,2104,578,N11275/N11256,N12466/N11264,N14230,N16405,2,322,SVR
21041011,30,89,21.62613636,2104_1011,21,0,2,1,50,2,1011,I21920,HMS BOUNTY,HMS BOUNTY,"Provita, 12047",NA,navy,SVREC,2021,2104,599,NA,NA,NA,NA,2,321,SVR
21041012,25,84,21.23253012,2104_1012,3,0,2,1,51,2,1012,N19239,NA,N15331/N16404,17N135-03-04,18-19T393,17A0135-17L163-17-18T354-18T1106-18-19T393,SVREC,2021,2104,602,N12438/N12468,N12454/N12440,N15331,N16404,2,320,SVR
21041013,29,88,21.54942529,2104_1013,26,0,3,1,46,3,1013,N20336,NA,N15306/N14218,18N117-08-01,19-20T268,18A0117-18L115-18-19T73-19T1036-19-20T268,SVREC,2021,2104,550,N11230/N11298,N11256/N11298,N15306,N14218,3,416,SVR
21041014,25,84,21.23253012,2104_1014,35,0,3,1,47,3,1014,N20384,NA,N14229/N17506,18N108-02-03,19-20T432,18A0108-18L163-18-19T299-19T1138-19-20T432,SVREC,2021,2104,555,N11275/N11256,N14230/N12447,N14229,N17506,3,417,SVR
21041015,25,84,21.23253012,2104_1015,24,0,3,1,48,3,1015,N20352,NA,N16405/G16301,18N141-07-02,19-20T340,18A0141-18L139-18-19T187-19T1084-19-20T340,SVREC,2021,2104,574,N12466/N11264,Powderhorn/GN9-4,N16405,G16301,3,418,SVR
21041016,32,91,21.57,2104_1016,29,0,3,1,49,3,1016,N20391,NA,B16504/N14218,18B243-08-02,19-20T763,18A0243-18L239-18-19T675-19T1314-19-20T763,SVREC,2021,2104,579,Zenith//Alpena*/B09197,N11256/N11298,B16504,N14218,3,419,SVR
21041017,24,83,21.17073171,2104_1017,36,0,3,1,50,3,1017,N20317,NA,N14218/N17504,18N102-06-05,19-20T218,18A0102-18L102-18-19T14-19T1007-19-20T218,SVREC,2021,2104,598,N11256/N11298,N14206/N14229,N14218,N17504,3,420,SVR
21041018,24,83,21.17073171,2104_1018,23,0,3,1,51,3,1018,N20404,NA,B16505/N17504,18B258-02-02,19-20T808,18A0258-18L254-18-19T755-19T1355-19-20T808,SVREC,2021,2104,603,B11363//Alpena*/B09197,N14206/N14229,B16505,N17504,3,421,SVR
21041019,25,84,21.23253012,2104_1019,9,0,4,1,46,4,1019,N18105,NA,N13131/N14201,16N107-04-03,17-18T454,16A0107-16L106-16-17T25-17T1013-17-18T454,SVREC,2021,2104,549,N09175/N08007,N11249/N11256,N13131,N14201,4,695,SVR
21041020,25,84,21.23253012,2104_1020,12,0,4,1,47,4,1020,N19269,NA,B15453/N14243,17B229-04-01,18-19T1079,17A0229-17L245-17-18T705-18T1254-18-19T1079,SVREC,2021,2104,556,B11371/B11363,N11284/N11277,B15453,N14243,4,694,SVR
21041021,25,84,21.23253012,2104_1021,22,0,4,1,48,4,1021,N20388,NA,B15430/N14229,18B224-01-01,19-20T635,18A0224-18L221-18-19T548-19T1246-19-20T635,SVREC,2021,2104,573,Zenith/B12721,N11275/N11256,B15430,N14229,4,693,SVR
21041022,25,84,21.23253012,2104_1022,13,0,4,1,49,4,1022,N18130,NA,N15341/N14238,16N169-04-06,17-18T525,16A0169-16L192-16-17T207-17T1102-17-18T525,SVREC,2021,2104,580,N12468/N12466,Alpena/N11249,N15341,N14238,4,692,SVR
21041023,24,83,21.17073171,2104_1023,33,0,4,1,50,4,1023,N20346,NA,N16405/N15337,18N136-02-01,19-20T315,18A0136-18L134-18-19T156-19T1069-19-20T315,SVREC,2021,2104,597,N12466/N11264,N12466/N11258,N16405,N15337,4,691,SVR
21041024,25,84,21.23253012,2104_1024,4,0,4,1,51,4,1024,N19243,NA,N15331/N16405,17N136-01-01,18-19T398,17A0136-17L164-17-18T359-18T1110-18-19T398,SVREC,2021,2104,604,N12438/N12468,N12466/N11264,N15331,N16405,4,690,SVR
21041025,28,87,21.45,2104_1025,7,0,5,1,46,5,1025,N19285,NA,G14505/X16708,16G318-07-R109-02,18-19T1463,16A3002-17L302-18T1919-18-19T1463,SVREC,2021,2104,548,G11429/P08175,"N13120/PR0806-81A, 16A103",G14505,X16708,5,786,SVR
21041026,25,84,21.23253012,2104_1026,1,0,5,1,47,5,1026,N19226,NA,N14243/N15326,17N125-01-01,18-19T371,17A0125-17L154-17-18T317-18T1092-18-19T371,SVREC,2021,2104,557,N11284/N11277,N12405/N12468,N14243,N15326,5,787,SVR
21041027,24,83,21.17073171,2104_1027,16,0,5,1,48,5,1027,N19252,NA,N15335/N14243,17N140-02-02,18-19T412,17A0140-17L168-17-18T379-18T1119-18-19T412,SVREC,2021,2104,572,N12453/N11277,N11284/N11277,N15335,N14243,5,788,SVR
21041028,28,87,21.45,2104_1028,19,0,5,1,49,5,1028,N11283,ALPENA,"MEDALIST/N08003, ALPENA",09N058 -05-05,NA,NA,SVREC,2021,2104,581,NA,NA,NA,NA,5,789,SVR
21041029,32,91,21.57,2104_1029,18,0,5,1,50,5,1029,I11264,MERLIN,"COOP 03019, MERLIN","COOP 03019, MERLIN",NA,NAVY,SVREC,2021,2104,596,NA,NA,NA,NA,5,790,SVR
21041030,31,90,21.62696629,2104_1030,20,0,5,1,51,5,1030,I08958,MEDALIST,"Mayflower/Avanti, MEDALIST",Ameriseed,NA,NA,SVREC,2021,2104,605,NA,NA,NA,NA,5,791,SVR
21041031,32,91,21.57,2104_1031,8,0,6,1,46,6,1031,I20815,VALIANT,VALIANT,"Provita, 08077",NA,navy,SVREC,2021,2104,547,NA,NA,NA,NA,6,1065,SVR
21041032,29,88,21.54942529,2104_1032,5,0,6,1,47,6,1032,N19277,NA,N14229/N14218,17N113-05-R109-02,18-19T1452,17A0113-17L143-18T1903-18-19T1452,SVREC,2021,2104,558,N11275/N11256,N11256/N11298,N14229,N14218,6,1064,SVR
21041033,30,89,21.62613636,2104_1033,28,0,6,1,48,6,1033,N20401,NA,B16505/N17504,18B258-01-01,19-20T803,18A0258-18L254-18-19T754-19T1354-19-20T803,SVREC,2021,2104,571,B11363//Alpena*/B09197,N14206/N14229,B16505,N17504,6,1063,SVR
21041034,29,88,21.54942529,2104_1034,30,0,6,1,49,6,1034,N20405,NA,B17523/B16504,18B303-09-01,19-20T863,18A0303-18L296-18-19T901-19T1417-19-20T863,SVREC,2021,2104,582,B14311/B10244,Zenith//Alpena*/B09197,B17523,B16504,6,1062,SVR
21041035,30,89,21.62613636,2104_1035,6,0,6,1,50,6,1035,N19290,NA,N13142/B14302,16N119-01-02-R109-01,18-19T1493,16A0119-16L117-16-17T63-17T1032-18T1984-18-19T1493,SVREC,2021,2104,595,N08007/N09046,B09197/B11334,N13142,B14302,6,1061,SVR
21041036,26,85,21.31666667,2104_1036,11,0,6,1,51,6,1036,N18103,NA,N13120/PR00806-81,16N103-06-03,17-18T440,16A0103-16L102-16-17T13-17T1006-17-18T440,SVREC,2021,2104,606,N08003/N05324,"PR0301-181/BelMiDakRMR10, PR0806-81",N13120,I15617,6,1060,SVR
21042001,26,85,21.31666667,2104_2001,12,0,1,2,52,1,2001,N19269,NA,B15453/N14243,17B229-04-01,18-19T1079,17A0229-17L245-17-18T705-18T1254-18-19T1079,SVREC,2021,2104,624,B11371/B11363,N11284/N11277,B15453,N14243,1,52,SVR
21042002,25,84,21.23253012,2104_2002,7,0,1,2,53,1,2002,N19285,NA,G14505/X16708,16G318-07-R109-02,18-19T1463,16A3002-17L302-18T1919-18-19T1463,SVREC,2021,2104,625,G11429/P08175,"N13120/PR0806-81A, 16A103",G14505,X16708,1,53,SVR
21042003,25,84,21.23253012,2104_2003,30,0,1,2,54,1,2003,N20405,NA,B17523/B16504,18B303-09-01,19-20T863,18A0303-18L296-18-19T901-19T1417-19-20T863,SVREC,2021,2104,648,B14311/B10244,Zenith//Alpena*/B09197,B17523,B16504,1,54,SVR
21042004,27,86,21.40588235,2104_2004,3,0,1,2,55,1,2004,N19239,NA,N15331/N16404,17N135-03-04,18-19T393,17A0135-17L163-17-18T354-18T1106-18-19T393,SVREC,2021,2104,649,N12438/N12468,N12454/N12440,N15331,N16404,1,55,SVR
21042005,26,85,21.31666667,2104_2005,23,0,1,2,56,1,2005,N20404,NA,B16505/N17504,18B258-02-02,19-20T808,18A0258-18L254-18-19T755-19T1355-19-20T808,SVREC,2021,2104,672,B11363//Alpena*/B09197,N14206/N14229,B16505,N17504,1,56,SVR
21042006,26,85,21.31666667,2104_2006,27,0,1,2,57,1,2006,N20335,NA,N14229/G14503,18N113-03-01,19-20T266,18A0113-18L112-18-19T60-19T1029-19-20T266,SVREC,2021,2104,673,N11275/N11256,G11404/G11469,N14229,G14503,1,57,SVR
21042007,30,89,21.62613636,2104_2007,15,0,2,2,52,2,2007,N19284,NA,G14505/X16708,16G318-07-R109-01,18-19T1462,16A3002-17L302-18T1919-18-19T1462,SVREC,2021,2104,623,G11429/P08175,"N13120/PR0806-81A, 16A103",G14505,X16708,2,319,SVR
21042008,31,90,21.62696629,2104_2008,20,0,2,2,53,2,2008,I08958,MEDALIST,"Mayflower/Avanti, MEDALIST",Ameriseed,NA,NA,SVREC,2021,2104,626,NA,NA,NA,NA,2,318,SVR
21042009,29,88,21.54942529,2104_2009,21,0,2,2,54,2,2009,I21920,HMS BOUNTY,HMS BOUNTY,"Provita, 12047",NA,navy,SVREC,2021,2104,647,NA,NA,NA,NA,2,317,SVR
21042010,27,86,21.40588235,2104_2010,28,0,2,2,55,2,2010,N20401,NA,B16505/N17504,18B258-01-01,19-20T803,18A0258-18L254-18-19T754-19T1354-19-20T803,SVREC,2021,2104,650,B11363//Alpena*/B09197,N14206/N14229,B16505,N17504,2,316,SVR
21042011,25,84,21.23253012,2104_2011,35,0,2,2,56,2,2011,N20384,NA,N14229/N17506,18N108-02-03,19-20T432,18A0108-18L163-18-19T299-19T1138-19-20T432,SVREC,2021,2104,671,N11275/N11256,N14230/N12447,N14229,N17506,2,315,SVR
21042012,26,85,21.31666667,2104_2012,13,0,2,2,57,2,2012,N18130,NA,N15341/N14238,16N169-04-06,17-18T525,16A0169-16L192-16-17T207-17T1102-17-18T525,SVREC,2021,2104,674,N12468/N12466,Alpena/N11249,N15341,N14238,2,314,SVR
21042013,24,83,21.17073171,2104_2013,4,0,3,2,52,3,2013,N19243,NA,N15331/N16405,17N136-01-01,18-19T398,17A0136-17L164-17-18T359-18T1110-18-19T398,SVREC,2021,2104,622,N12438/N12468,N12466/N11264,N15331,N16405,3,422,SVR
21042014,29,88,21.54942529,2104_2014,18,0,3,2,53,3,2014,I11264,MERLIN,"COOP 03019, MERLIN","COOP 03019, MERLIN",NA,NAVY,SVREC,2021,2104,627,NA,NA,NA,NA,3,423,SVR
21042015,26,85,21.31666667,2104_2015,11,0,3,2,54,3,2015,N18103,NA,N13120/PR00806-81,16N103-06-03,17-18T440,16A0103-16L102-16-17T13-17T1006-17-18T440,SVREC,2021,2104,646,N08003/N05324,"PR0301-181/BelMiDakRMR10, PR0806-81",N13120,I15617,3,424,SVR
21042016,26,85,21.31666667,2104_2016,10,0,3,2,55,3,2016,N18122,NA,N15334/N15335,16N153-02-02,17-18T500,16A0153-16L149-16-17T149-17T1077-17-18T500,SVREC,2021,2104,651,N12442/N11277,N12453/N11277,N15334,N15335,3,425,SVR
21042017,25,84,21.23253012,2104_2017,36,0,3,2,56,3,2017,N20317,NA,N14218/N17504,18N102-06-05,19-20T218,18A0102-18L102-18-19T14-19T1007-19-20T218,SVREC,2021,2104,670,N11256/N11298,N14206/N14229,N14218,N17504,3,426,SVR
21042018,26,85,21.31666667,2104_2018,34,0,3,2,57,3,2018,N20341,NA,N15337/N16405,18N123-02-01,19-20T302,18A0123-18L121-18-19T108-19T1053-19-20T302,SVREC,2021,2104,675,N12466/N11258,N12466/N11264,N15337,N16405,3,427,SVR
21042019,25,84,21.23253012,2104_2019,9,0,4,2,52,4,2019,N18105,NA,N13131/N14201,16N107-04-03,17-18T454,16A0107-16L106-16-17T25-17T1013-17-18T454,SVREC,2021,2104,621,N09175/N08007,N11249/N11256,N13131,N14201,4,689,SVR
21042020,25,84,21.23253012,2104_2020,2,0,4,2,53,4,2020,N19246,NA,N15331/N16405,17N136-01-05,18-19T402,17A0136-17L164-17-18T359-18T1110-18-19T402,SVREC,2021,2104,628,N12438/N12468,N12466/N11264,N15331,N16405,4,688,SVR
21042021,27,86,21.40588235,2104_2021,31,0,4,2,54,4,2021,N20343,NA,N15337/N16405,18N123-03-01,19-20T307,18A0123-18L121-18-19T109-19T1054-19-20T307,SVREC,2021,2104,645,N12466/N11258,N12466/N11264,N15337,N16405,4,687,SVR
21042022,26,85,21.31666667,2104_2022,19,0,4,2,55,4,2022,N11283,ALPENA,"MEDALIST/N08003, ALPENA",09N058 -05-05,NA,NA,SVREC,2021,2104,652,NA,NA,NA,NA,4,686,SVR
21042023,31,90,21.62696629,2104_2023,6,0,4,2,56,4,2023,N19290,NA,N13142/B14302,16N119-01-02-R109-01,18-19T1493,16A0119-16L117-16-17T63-17T1032-18T1984-18-19T1493,SVREC,2021,2104,669,N08007/N09046,B09197/B11334,N13142,B14302,4,685,SVR
21042024,25,84,21.23253012,2104_2024,24,0,4,2,57,4,2024,N20352,NA,N16405/G16301,18N141-07-02,19-20T340,18A0141-18L139-18-19T187-19T1084-19-20T340,SVREC,2021,2104,676,N12466/N11264,Powderhorn/GN9-4,N16405,G16301,4,684,SVR
21042025,25,84,21.23253012,2104_2025,32,0,5,2,52,5,2025,N20376,NA,N17506/N16405,18N157-04-01,19-20T415,18A0157-18L154-18-19T280-19T1131-19-20T415,SVREC,2021,2104,620,N14230/N12447,N12466/N11264,N17506,N16405,5,792,SVR
21042026,26,85,21.31666667,2104_2026,16,0,5,2,53,5,2026,N19252,NA,N15335/N14243,17N140-02-02,18-19T412,17A0140-17L168-17-18T379-18T1119-18-19T412,SVREC,2021,2104,629,N12453/N11277,N11284/N11277,N15335,N14243,5,793,SVR
21042027,26,85,21.31666667,2104_2027,5,0,5,2,54,5,2027,N19277,NA,N14229/N14218,17N113-05-R109-02,18-19T1452,17A0113-17L143-18T1903-18-19T1452,SVREC,2021,2104,644,N11275/N11256,N11256/N11298,N14229,N14218,5,794,SVR
21042028,33,92,21.49230769,2104_2028,29,0,5,2,55,5,2028,N20391,NA,B16504/N14218,18B243-08-02,19-20T763,18A0243-18L239-18-19T675-19T1314-19-20T763,SVREC,2021,2104,653,Zenith//Alpena*/B09197,N11256/N11298,B16504,N14218,5,795,SVR
21042029,25,84,21.23253012,2104_2029,22,0,5,2,56,5,2029,N20388,NA,B15430/N14229,18B224-01-01,19-20T635,18A0224-18L221-18-19T548-19T1246-19-20T635,SVREC,2021,2104,668,Zenith/B12721,N11275/N11256,B15430,N14229,5,796,SVR
21042030,25,84,21.23253012,2104_2030,14,0,5,2,57,5,2030,N19223,NA,N14230/N16405,17N121-02-01,18-19T365,17A0121-17L150-17-18T290-18T1083-18-19T365,SVREC,2021,2104,677,N11275/N11256,N12466/N11264,N14230,N16405,5,797,SVR
21042031,27,86,21.40588235,2104_2031,33,0,6,2,52,6,2031,N20346,NA,N16405/N15337,18N136-02-01,19-20T315,18A0136-18L134-18-19T156-19T1069-19-20T315,SVREC,2021,2104,619,N12466/N11264,N12466/N11258,N16405,N15337,6,1059,SVR
21042032,29,88,21.54942529,2104_2032,1,0,6,2,53,6,2032,N19226,NA,N14243/N15326,17N125-01-01,18-19T371,17A0125-17L154-17-18T317-18T1092-18-19T371,SVREC,2021,2104,630,N11284/N11277,N12405/N12468,N14243,N15326,6,1058,SVR
21042033,29,88,21.54942529,2104_2033,17,0,6,2,54,6,2033,N19253,NA,N15335/N14243,17N140-10-01,18-19T414,17A0140-17L168-17-18T387-18T1121-18-19T414,SVREC,2021,2104,643,N12453/N11277,N11284/N11277,N15335,N14243,6,1057,SVR
21042034,24,83,21.17073171,2104_2034,25,0,6,2,55,6,2034,N20395,NA,B16504/N17504,18B245-01-01,19-20T769,18A0245-18L241-18-19T681-19T1318-19-20T769,SVREC,2021,2104,654,Zenith//Alpena*/B09197,N14206/N14229,B16504,N17504,6,1056,SVR
21042035,33,92,21.49230769,2104_2035,8,0,6,2,56,6,2035,I20815,VALIANT,VALIANT,"Provita, 08077",NA,navy,SVREC,2021,2104,667,NA,NA,NA,NA,6,1055,SVR
21042036,25,84,21.23253012,2104_2036,26,0,6,2,57,6,2036,N20336,NA,N15306/N14218,18N117-08-01,19-20T268,18A0117-18L115-18-19T73-19T1036-19-20T268,SVREC,2021,2104,678,N11230/N11298,N11256/N11298,N15306,N14218,6,1054,SVR
21043001,31,90,21.62696629,2104_3001,3,0,1,3,46,7,3001,N19239,NA,N15331/N16404,17N135-03-04,18-19T393,17A0135-17L163-17-18T354-18T1106-18-19T393,SVREC,2021,2104,546,N12438/N12468,N12454/N12440,N15331,N16404,7,1156,SVR
21043002,32,91,21.57,2104_3002,30,0,1,3,47,7,3002,N20405,NA,B17523/B16504,18B303-09-01,19-20T863,18A0303-18L296-18-19T901-19T1417-19-20T863,SVREC,2021,2104,559,B14311/B10244,Zenith//Alpena*/B09197,B17523,B16504,7,1157,SVR
21043003,31,90,21.62696629,2104_3003,27,0,1,3,48,7,3003,N20335,NA,N14229/G14503,18N113-03-01,19-20T266,18A0113-18L112-18-19T60-19T1029-19-20T266,SVREC,2021,2104,570,N11275/N11256,G11404/G11469,N14229,G14503,7,1158,SVR
21043004,31,90,21.62696629,2104_3004,23,0,1,3,49,7,3004,N20404,NA,B16505/N17504,18B258-02-02,19-20T808,18A0258-18L254-18-19T755-19T1355-19-20T808,SVREC,2021,2104,583,B11363//Alpena*/B09197,N14206/N14229,B16505,N17504,7,1159,SVR
21043005,29,88,21.54942529,2104_3005,12,0,1,3,50,7,3005,N19269,NA,B15453/N14243,17B229-04-01,18-19T1079,17A0229-17L245-17-18T705-18T1254-18-19T1079,SVREC,2021,2104,594,B11371/B11363,N11284/N11277,B15453,N14243,7,1160,SVR
21043006,31,90,21.62696629,2104_3006,7,0,1,3,51,7,3006,N19285,NA,G14505/X16708,16G318-07-R109-02,18-19T1463,16A3002-17L302-18T1919-18-19T1463,SVREC,2021,2104,607,G11429/P08175,"N13120/PR0806-81A, 16A103",G14505,X16708,7,1161,SVR
21043007,30,89,21.62613636,2104_3007,11,0,2,3,46,8,3007,N18103,NA,N13120/PR00806-81,16N103-06-03,17-18T440,16A0103-16L102-16-17T13-17T1006-17-18T440,SVREC,2021,2104,545,N08003/N05324,"PR0301-181/BelMiDakRMR10, PR0806-81",N13120,I15617,8,1435,SVR
21043008,31,90,21.62696629,2104_3008,4,0,2,3,47,8,3008,N19243,NA,N15331/N16405,17N136-01-01,18-19T398,17A0136-17L164-17-18T359-18T1110-18-19T398,SVREC,2021,2104,560,N12438/N12468,N12466/N11264,N15331,N16405,8,1434,SVR
21043009,31,90,21.62696629,2104_3009,34,0,2,3,48,8,3009,N20341,NA,N15337/N16405,18N123-02-01,19-20T302,18A0123-18L121-18-19T108-19T1053-19-20T302,SVREC,2021,2104,569,N12466/N11258,N12466/N11264,N15337,N16405,8,1433,SVR
21043010,32,91,21.57,2104_3010,18,0,2,3,49,8,3010,I11264,MERLIN,"COOP 03019, MERLIN","COOP 03019, MERLIN",NA,NAVY,SVREC,2021,2104,584,NA,NA,NA,NA,8,1432,SVR
21043011,30,89,21.62613636,2104_3011,10,0,2,3,50,8,3011,N18122,NA,N15334/N15335,16N153-02-02,17-18T500,16A0153-16L149-16-17T149-17T1077-17-18T500,SVREC,2021,2104,593,N12442/N11277,N12453/N11277,N15334,N15335,8,1431,SVR
21043012,28,87,21.45,2104_3012,36,0,2,3,51,8,3012,N20317,NA,N14218/N17504,18N102-06-05,19-20T218,18A0102-18L102-18-19T14-19T1007-19-20T218,SVREC,2021,2104,608,N11256/N11298,N14206/N14229,N14218,N17504,8,1430,SVR
21043013,31,90,21.62696629,2104_3013,20,0,3,3,46,9,3013,I08958,MEDALIST,"Mayflower/Avanti, MEDALIST",Ameriseed,NA,NA,SVREC,2021,2104,544,NA,NA,NA,NA,9,1526,SVR
21043014,31,90,21.62696629,2104_3014,15,0,3,3,47,9,3014,N19284,NA,G14505/X16708,16G318-07-R109-01,18-19T1462,16A3002-17L302-18T1919-18-19T1462,SVREC,2021,2104,561,G11429/P08175,"N13120/PR0806-81A, 16A103",G14505,X16708,9,1527,SVR
21043015,31,90,21.62696629,2104_3015,13,0,3,3,48,9,3015,N18130,NA,N15341/N14238,16N169-04-06,17-18T525,16A0169-16L192-16-17T207-17T1102-17-18T525,SVREC,2021,2104,568,N12468/N12466,Alpena/N11249,N15341,N14238,9,1528,SVR
21043016,28,87,21.45,2104_3016,35,0,3,3,49,9,3016,N20384,NA,N14229/N17506,18N108-02-03,19-20T432,18A0108-18L163-18-19T299-19T1138-19-20T432,SVREC,2021,2104,585,N11275/N11256,N14230/N12447,N14229,N17506,9,1529,SVR
21043017,32,91,21.57,2104_3017,21,0,3,3,50,9,3017,I21920,HMS BOUNTY,HMS BOUNTY,"Provita, 12047",NA,navy,SVREC,2021,2104,592,NA,NA,NA,NA,9,1530,SVR
