Global_ID,ENTRY,Rep,block,Location,Check,Plot,End Plot,Expt,Pedigree,Name,Rng,Pas,Year,PLOTWT,MOIST,SDWT,FLWR,HT,LDG,MTR,DS,CBB,P_FT,CWT_A,ADJ_SDWT
2009_1033,86,,2,SVREC,0,1033,FALSE,2009,I13401/R17605,R20686,2,169,2020,1307.7,12.27,32.6,46,45,2,94,5,1,16,25.21697627,34.87802439
2013_1034,31,1,6,SVREC,7,1034,FALSE,2013,R99 NO NOD,I07112,6,6,2020,15.9,12,15.6,45,48,2,106,4,2,15,0.328053954,16.74146341
2002_1034,31,1,6,SVREC,1,1034,FALSE,2002,R99 NO NOD,I07112,6,25,2020,360.3,13.5,16,45,38,3,106,4,3,15,7.307113443,16.87804878
2001_1034,31,1,6,SVREC,0,1034,FALSE,2001,N14229/I15616,N19204,6,37,2020,1649.3,13.58,18.7,47,51,1,96,6,3,15,33.41791894,19.70797561
2011_1034,9,1,7,SVREC,1,1034,FALSE,2011,"Matterhorn/NE94-75, ARIES",I18601,7,63,2020,1454.7,16.28,36,44,25,4,95,2,5,15,28.55407782,36.75512195
2003_1034,27,,1,SVREC,0,1034,FALSE,2003,N14229/B16504,N20331,4,85,2020,434.1,16.8,18,48,29,3,96,4,2,16,7.938708744,18.26341463
2004_1034,65,,2,SVREC,0,1034,FALSE,2004,B16504/B17106,B20570,2,107,2020,1703.2,13.5,19.9,47,45,3,95,2,1,16,32.38310683,20.99207317
2008_1034,40,,40,SVREC,0,1034,FALSE,2008,I17516/G16341,G20762,7,113,2020,,,,,,,,,,,,
2009_1034,115,,2,SVREC,0,1034,FALSE,2009,S17702/R17603,R20715,2,170,2020,906.6,13.12,29.8,46,40,4,94,4,1,16,17.31299819,31.57346341
2013_1035,8,1,6,SVREC,0,1035,FALSE,2013,B15430/B10244,B18232,6,7,2020,1714.2,12.51,22.2,45,50,1,96,6,1,15,35.16295684,23.68631707
2002_1035,8,1,6,SVREC,0,1035,FALSE,2002,B15430/B10244,B18232,6,26,2020,1809.8,14.33,22.4,45,55,1,96,6,2,15,36.35170882,23.40253659
2001_1035,8,1,6,SVREC,0,1035,FALSE,2001,N13131/N14201,N18104,6,38,2020,1880.3,14.04,20.5,48,50,2,97,6,1,15,37.89562142,21.49
2011_1035,6,1,7,SVREC,0,1035,FALSE,2011,G14525/P14815,G18512,7,64,2020,2061.4,13.43,40.4,45,50,3,98,4,2,15,41.84033658,42.65156098
2003_1035,93,,1,SVREC,3,1035,FALSE,2003,"COOP 03019, MERLIN",I11264,4,86,2020,1953.3,14.85,19.9,46,52,2,92,5,2,16,36.55866758,20.66445122
2004_1035,26,,2,SVREC,0,1035,FALSE,2004,B15430/B16504,B20529,2,108,2020,1579.5,16.54,21.1,48,41,2,92,5,1,16,28.97575543,21.47568293
2008_1035,7,,7,SVREC,0,1035,FALSE,2008,G16306/G17411,G20713,7,114,2020,,,,,,,,,,,,
2009_1035,80,,2,SVREC,0,1035,FALSE,2009,I13401/R17605,R20680,2,171,2020,1289.2,11.98,31.1,46,43,2,94,5,1,16,24.94241022,33.38319512
2013_1036,17,1,6,SVREC,4,1036,FALSE,2013,"B00103*/X00822, ZORRO",B04554,6,8,2020,1421.4,14.71,21,45,60,1,98,6,2,15,28.42365386,21.84256098
2002_1036,17,1,6,SVREC,0,1036,FALSE,2002,"B00103*/X00822, ZORRO",B04554,6,27,2020,1724.7,14.52,20.4,47,53,1,97,5,3,15,34.5655568,21.2657561
2001_1036,17,1,6,SVREC,0,1036,TRUE,2001,N14229/N14218,N19277,6,39,2020,2029.5,14.26,17.4,46,47,2,97,5,1,15,40.79791935,18.19360976
2011_1036,13,1,8,SVREC,2,1036,FALSE,2011,"R94037/R94161, MERLOT",R98026,8,60,2020,1804,13.15,38.6,42,39,4,99,3,3,15,36.73430573,40.88304878
2003_1036,24,,2,SVREC,0,1036,FALSE,2003,N14229/B14302,N20328,4,87,2020,236.7,17.73,19.3,53,32,3,97,4,2,16,4.280322695,19.36354878
2004_1036,73,,2,SVREC,0,1036,FALSE,2004,B16504/B17228,B20578,2,109,2020,1482.8,14.22,18,47,49,4,95,2,1,16,27.95795335,18.8297561
2008_1036,12,,12,SVREC,0,1036,FALSE,2008,G16306/G17411,G20718,8,110,2020,,,,,,,,,,,,
2009_1036,31,,2,SVREC,0,1036,FALSE,2009,R17605/R16503,R20631,2,172,2020,1274.6,14.12,31.5,46,55,1,93,6,1,16,24.06039243,32.9904878
2011_1037,28,1,8,SVREC,0,1037,FALSE,2011,SR16-2,I19719,8,61,2020,1729.1,13.31,35.6,42,48,3,96,4,3,15,35.14427544,37.63614634
2003_1037,85,,2,SVREC,0,1037,FALSE,2003,B16505/N14229,N20400,4,88,2020,746,12.17,15.1,48,40,3,96,4,1,16,14.40185609,16.17357317
2004_1037,111,,1,SVREC,0,1037,FALSE,2004,B17106/N14218,B20617,3,92,2020,1833.1,15.16,18.9,47,59,1,92,6,1,16,34.18405463,19.55458537
2008_1037,52,,52,SVREC,0,1037,FALSE,2008,P16901/G16306,P20802,8,111,2020,,,,,,,,,,,,
2009_1037,126,,1,SVREC,0,1037,FALSE,2009,R17604/G14510,R20726,3,155,2020,1426.2,11.68,32,46,46,2,95,4,1,16,27.68702221,34.46634146
2011_1038,18,1,8,SVREC,0,1038,FALSE,2011,PT16-7,I20813,8,62,2020,1380.6,14.59,41.7,42,37,2,95,3,3,15,27.64662178,43.43410976
2003_1038,91,,2,SVREC,1,1038,FALSE,2003,"MEDALIST/N08003, ALPENA",N11283,4,89,2020,2158.7,14.8,18.9,47,42,2,93,5,2,16,40.4267327,19.63756098
2004_1038,135,,1,SVREC,0,1038,FALSE,2004,B17730/B16504,B20641,3,93,2020,1394.8,18.55,19.3,53,60,2,95,4,1,16,24.97122133,19.17054878
2008_1038,45,,45,SVREC,0,1038,FALSE,2008,I17516/G16341,G20770,8,112,2020,,,,,,,,,,,,
2009_1038,100,,1,SVREC,0,1038,FALSE,2009,R16503/I17551,R20700,3,156,2020,1068.8,13.67,38.2,47,42,2,95,5,1,16,20.28126047,40.21714634
2011_1039,31,1,8,SVREC,0,1039,FALSE,2011,NE4-17-10,I19722,8,63,2020,1451.6,16.25,42.4,42,35,3,98,3,1,15,28.50343859,43.30487805
2003_1039,9,,2,SVREC,0,1039,FALSE,2003,N14218/N15306,N20310,4,90,2020,469.3,12.11,16.7,53,40,3,96,4,2,16,9.066230896,17.89954878
2004_1039,37,,1,SVREC,0,1039,FALSE,2004,B15430/N14229,B20540,3,94,2020,1151.1,22.1,21.4,54,36,4,96,2,3,16,19.71002923,20.33
2008_1039,60,,60,SVREC,9,1039,FALSE,2008,P14815/G14525,P18603,8,113,2020,,,,,,,,,,,,
2009_1039,20,,1,SVREC,0,1039,FALSE,2009,R17605/R16503,R20620,3,157,2020,1109.4,12.54,35.7,46,49,2,94,5,1,16,21.32722699,38.07709756
2011_1040,37,1,8,SVREC,0,1040,FALSE,2011,"NW410//VICTOR/AURORA, OTHELLO",I84002,8,64,2020,951.2,12.51,39.2,39,20,5,95,2,5,15,19.51172824,41.8244878
2003_1040,4,,2,SVREC,0,1040,FALSE,2003,N14218/N15306,N20304,4,91,2020,200.4,15.47,20.5,54,29,3,96,4,2,16,3.723448427,21.1325
2004_1040,46,,1,SVREC,0,1040,FALSE,2004,B16501/B16504,B20549,3,95,2020,1874.5,12.49,21.4,47,58,1,92,6,2,16,36.05619429,22.83797561
2008_1040,2,,2,SVREC,0,1040,FALSE,2008,G14510/G17410,G20702,8,114,2020,,,,,,,,,,,,
2009_1040,84,,1,SVREC,0,1040,FALSE,2009,I13401/R17605,R20684,3,158,2020,1741.6,12.61,30.2,45,49,3,93,5,1,16,33.45391214,32.18509756
2003_1041,39,,1,SVREC,0,1041,FALSE,2003,N15337/G17913,N20344,5,82,2020,1137.9,15.06,18.6,49,50,3,94,4,3,16,21.24482269,19.26687805
2004_1041,145,,1,SVREC,1,1041,FALSE,2004,"Zenith//Alpena*/B09197, ADAMS",B18504,3,96,2020,2187.4,12.37,18.6,47,50,3,94,4,1,16,42.13255303,19.87704878
2008_1041,55,,55,SVREC,0,1041,FALSE,2008,I15642/G16309,P20808,9,110,2020,,,,,,,,,,,,
2009_1041,157,,1,SVREC,1,1041,FALSE,2009,"SR9-5/R09508, CAYENNE",R12844,3,159,2020,1747.5,12.08,31.1,45,50,2,94,5,1,16,33.77082113,33.34526829
2003_1042,31,,1,SVREC,0,1042,FALSE,2003,N14229/G14503,N20335,5,83,2020,1548.3,14.4,16.5,50,54,3,94,5,2,16,29.131687,17.22439024
2004_1042,45,,1,SVREC,0,1042,FALSE,2004,B16501/B16504,B20548,3,97,2020,-9,-9,-9,49,46,2,96,4,2,16,-9,-9
2008_1042,35,,35,SVREC,0,1042,FALSE,2008,P16901/G16341,G20752,9,111,2020,,,,,,,,,,,,
2009_1042,158,,1,SVREC,2,1042,FALSE,2009,"SR99238/Merlot, VIPER",I13401,3,160,2020,1854.4,13.04,30,45,45,2,93,5,1,16,35.44538569,31.81463415
2003_1043,91,,1,SVREC,1,1043,FALSE,2003,"MEDALIST/N08003, ALPENA",N11283,5,84,2020,2032.3,12.84,18,47,46,3,94,4,2,16,38.93514491,19.13268293
2004_1043,67,,1,SVREC,0,1043,FALSE,2004,B16504/B17106,B20572,3,98,2020,1686.7,12.87,19.8,48,45,3,95,4,2,16,32.3029597,21.03870732
2008_1043,57,,57,SVREC,6,1043,FALSE,2008,"PNE-6-94-75/Kodiak, LAPAZ",I07113,9,112,2020,,,,,,,,,,,,
2009_1043,3,,1,SVREC,0,1043,FALSE,2009,R12844/I13401,R20603,3,161,2020,1467.3,12.21,28.6,46,46,3,93,5,1,16,28.31396711,30.61943902
2003_1044,90,,1,SVREC,0,1044,FALSE,2003,B17523/B16504,N20405,5,85,2020,1394.7,15.68,18.3,49,44,3,96,4,2,16,25.84926242,18.8177561
2004_1044,90,,1,SVREC,0,1044,FALSE,2004,B16505/N17504,B20596,3,99,2020,1447.9,12.86,17.3,47,50,1,92,5,3,16,27.7327464,18.38441463
2008_1044,54,,54,SVREC,0,1044,FALSE,2008,I15642/G16309,P20806,9,113,2020,,,,,,,,,,,,
2009_1044,159,,1,SVREC,3,1044,FALSE,2009,"S02754/S04503, ROSETTA",S08418,3,162,2020,1409.7,12.03,30.7,45,41,1,92,5,1,16,27.2582549,32.93510976
2003_1045,41,,1,SVREC,0,1045,FALSE,2003,N16405/N15337,N20346,5,86,2020,1269.1,15.59,19.3,52,47,3,95,4,2,16,23.54650755,19.86723171
2004_1045,8,,1,SVREC,0,1045,FALSE,2004,N17504/B15430,B20509,3,100,2020,1686.7,13.44,18.6,49,56,2,93,5,3,16,32.09163539,19.63434146
2008_1045,29,,29,SVREC,0,1045,FALSE,2008,G17411/P16901,G20743,9,114,2020,,,,,,,,,,,,
2009_1045,77,,1,SVREC,0,1045,FALSE,2009,I13401/R17603,R20677,3,163,2020,1521.1,13.06,30.1,46,55,3,94,5,1,16,29.06793356,31.91334146
2003_1046,40,,2,SVREC,0,1046,FALSE,2003,N15337/G17913,N20345,5,87,2020,1043.3,15.21,19.5,53,54,3,96,4,5,16,19.44422327,20.16347561
2004_1046,51,,2,SVREC,0,1046,FALSE,2004,B16504/B14302,B20555,3,101,2020,1625.5,13.75,20.2,47,49,3,93,4,5,16,30.8164661,21.24695122
2008_1046,23,,23,SVREC,0,1046,FALSE,2008,G16341/G17410,G20732,10,110,2020,,,,,,,,,,,,
2009_1046,41,,2,SVREC,0,1046,FALSE,2009,I13401/R12844,R20641,3,164,2020,1034.3,11.73,32,45,46,1,94,4,5,16,20.06764492,34.44682927
2003_1047,20,,2,SVREC,0,1047,FALSE,2003,B17523/N14218,N20406,5,88,2020,507.7,11.72,19.4,49,44,3,94,4,2,16,9.851588079,20.8857561
2004_1047,15,,2,SVREC,0,1047,FALSE,2004,B11519/B17106,B20518,3,102,2020,1355,13.97,17.9,47,56,2,93,4,2,16,25.6227639,18.77971951
2008_1047,47,,47,SVREC,0,1047,FALSE,2008,P16905/G16341,G20772,10,111,2020,,,,,,,,,,,,
2009_1047,18,,2,SVREC,0,1047,FALSE,2009,R17605/R16503,R20618,3,165,2020,999,14.68,31.8,47,45,2,92,4,3,16,18.73497387,33.0875122
2003_1048,91,,2,SVREC,1,1048,FALSE,2003,"MEDALIST/N08003, ALPENA",N11283,5,89,2020,1841.7,14.69,18.5,49,44,3,93,5,3,16,34.53469197,19.24676829
2004_1048,146,,2,SVREC,2,1048,FALSE,2004,"B04644/ZORRO, ZENITH",B10244,3,103,2020,1902.8,13.5,19.4,47,53,1,92,6,4,16,36.17812099,20.46463415
2008_1048,15,,15,SVREC,0,1048,FALSE,2008,G16306/G17411,G20721,10,112,2020,,,,,,,,,,,,
2009_1048,75,,2,SVREC,0,1048,FALSE,2009,I13401/R17603,R20675,3,166,2020,1496.8,13.54,29.2,48,47,2,93,5,1,16,28.44564347,30.78819512
2003_1049,61,,2,SVREC,0,1049,FALSE,2003,N17506/N14229,N20373,5,90,2020,350.8,11.6,15.2,51,48,1,94,5,4,16,6.816298587,16.38634146
2004_1049,147,,2,SVREC,3,1049,FALSE,2004,"BL14506, BLACK BEARD",I19703,3,104,2020,-9,-9,-9,48,64,2,93,5,5,16,-9,-9
2008_1049,56,,56,SVREC,5,1049,FALSE,2008,"Eldorado/P11519, CHARRO",P16901,10,113,2020,,,,,,,,,,,,
2009_1049,158,,2,SVREC,2,1049,FALSE,2009,"SR99238/Merlot, VIPER",I13401,3,167,2020,1849.8,12.68,28.2,45,41,2,93,4,1,16,35.50383437,30.02956098
2003_1050,56,,2,SVREC,0,1050,FALSE,2003,N17504/B15430,N20368,5,91,2020,399.7,11.96,22.1,49,40,4,96,4,2,16,7.734832953,23.72785366
2004_1050,145,,2,SVREC,1,1050,FALSE,2004,"Zenith//Alpena*/B09197, ADAMS",B18504,3,105,2020,2091.4,12.23,17.9,47,50,3,92,5,2,16,40.34780922,19.15954878
2008_1050,28,,28,SVREC,0,1050,FALSE,2008,G17411/P16901,G20739,10,114,2020,,,,,,,,,,,,
2009_1050,157,,2,SVREC,1,1050,FALSE,2009,"SR9-5/R09508, CAYENNE",R12844,3,168,2020,1426.2,14.18,33.8,44,57,2,93,4,1,16,26.90330895,35.37458537
2003_1051,71,,1,SVREC,0,1051,FALSE,2003,B14302/N17504,N20386,6,82,2020,1048.4,12.24,15.1,48,50,1,92,6,1,16,20.22368925,16.16068293
2004_1051,2,,2,SVREC,0,1051,FALSE,2004,N16405/B14302,B20502,3,106,2020,565.9,13.68,18.9,54,43,3,95,3,4,16,10.73712186,19.89570732
2008_1051,22,,22,SVREC,0,1051,FALSE,2008,G16341/G17410,G20731,11,110,2020,,,,,,,,,,,,
2009_1051,130,,2,SVREC,0,1051,FALSE,2009,S17702/R17604,S20404,3,169,2020,1095.6,13.32,35.7,46,40,3,94,4,1,16,20.87409631,37.7375122
2003_1052,33,,1,SVREC,0,1052,FALSE,2003,N15306/N14218,N20337,6,83,2020,1280.7,17.18,17.6,53,55,4,96,2,1,16,23.31413959,17.776
2004_1052,140,,2,SVREC,0,1052,FALSE,2004,I93153/B16504,B20646,3,107,2020,1629.4,14.33,19.1,47,55,2,94,5,2,16,30.6826761,19.95484146
2008_1052,33,,33,SVREC,0,1052,FALSE,2008,P16901/G16306,G20747,11,111,2020,,,,,,,,,,,,
2009_1052,64,,2,SVREC,0,1052,FALSE,2009,I13401/R17603,R20664,3,170,2020,1502.9,12.01,27.7,48,57,2,94,5,1,16,29.06699653,29.72345122
2003_1053,91,,1,SVREC,1,1053,FALSE,2003,"MEDALIST/N08003, ALPENA",N11283,6,84,2020,1854.6,12.94,18.1,47,44,3,93,5,2,16,35.48997349,19.21690244
2004_1053,13,,2,SVREC,0,1053,FALSE,2004,N17504/B17106,B20516,3,108,2020,1670.6,12.9,18.3,47,55,2,92,6,2,16,31.9836032,19.43817073
2008_1053,26,,26,SVREC,0,1053,FALSE,2008,G17410/G14510,G20737,11,112,2020,,,,,,,,,,,,
2009_1053,68,,2,SVREC,0,1053,FALSE,2009,I13401/R17603,R20668,3,171,2020,1341.3,20.1,38.4,49,35,2,97,4,1,16,23.55642931,37.41658537
2003_1054,78,,1,SVREC,0,1054,FALSE,2003,B16504/N14229,N20393,6,85,2020,112.3,14.5,19.9,52,40,2,96,3,2,16,2.110486739,20.74939024
2004_1054,12,,2,SVREC,0,1054,FALSE,2004,N17504/B17106,B20515,3,109,2020,1587.6,12.81,18.1,51,44,3,95,4,3,16,30.42597643,19.24559756
2008_1054,14,,14,SVREC,0,1054,FALSE,2008,G16306/G17411,G20720,11,113,2020,,,,,,,,,,,,
2009_1054,159,,2,SVREC,3,1054,FALSE,2009,"S02754/S04503, ROSETTA",S08418,3,172,2020,1262.1,13.8,30.1,46,44,1,92,5,1,16,23.91320513,31.64170732
2003_1055,63,,1,SVREC,0,1055,FALSE,2003,N17506/N16405,N20377,6,86,2020,734.7,15.63,19.3,53,45,3,94,3,1,16,13.62494775,19.85781707
2004_1055,87,,1,SVREC,0,1055,FALSE,2004,B16505/B17108,B20593,4,92,2020,1421.4,17.5,20.5,47,48,2,94,5,3,16,25.77549512,20.625
2008_1055,18,,18,SVREC,0,1055,FALSE,2008,G16339/N17506,G20724,11,114,2020,,,,,,,,,,,,
2009_1055,66,,1,SVREC,0,1055,FALSE,2009,I13401/R17603,R20666,4,155,2020,1178.4,11.86,33.1,46,47,3,97,4,2,16,22.82982259,35.57846341
2003_1056,3,,2,SVREC,0,1056,FALSE,2003,N14218/N15306,N20303,6,87,2020,551.1,15.27,16.3,53,33,4,96,3,1,16,10.26371004,16.84267073
2004_1056,49,,1,SVREC,0,1056,FALSE,2004,B16504/B11519,B20553,4,93,2020,1809.2,14.06,17.9,47,50,2,92,5,2,16,34.17579965,18.76007317
2008_1056,59,,59,SVREC,8,1056,FALSE,2008,"COSD-35, STAYBRIGHT",I15644,12,110,2020,,,,,,,,,,,,
2009_1056,21,,1,SVREC,0,1056,FALSE,2009,R17605/R16503,R20621,4,156,2020,1139.2,12.5,32.2,46,37,2,94,5,1,16,21.9101215,34.3597561
2003_1057,50,,2,SVREC,0,1057,FALSE,2003,N17504/N15337,N20362,6,88,2020,1251.3,14.95,18.3,49,45,4,96,4,1,16,23.39227814,18.98067073
2004_1057,146,,1,SVREC,2,1057,FALSE,2004,"B04644/ZORRO, ZENITH",B10244,4,94,2020,2046.5,14.42,20.8,47,46,2,92,5,3,16,38.49645935,21.70809756
2008_1057,9,,9,SVREC,0,1057,FALSE,2008,G16306/G17411,G20715,12,111,2020,,,,,,,,,,,,
2009_1057,111,,1,SVREC,0,1057,FALSE,2009,S17702/R17605,R20711,4,157,2020,846.3,12.97,31.9,46,45,2,94,4,1,16,16.18937493,33.85679268
2003_1058,91,,2,SVREC,1,1058,FALSE,2003,"MEDALIST/N08003, ALPENA",N11283,6,89,2020,1919.6,14.58,18.4,47,43,3,94,4,3,16,36.04184918,19.16741463
2004_1058,54,,1,SVREC,0,1058,FALSE,2004,B16504/B16501,B20558,4,95,2020,836.5,17.43,20.2,54,42,3,96,4,2,16,15.18186015,20.34041463
2008_1058,34,,34,SVREC,0,1058,FALSE,2008,P16901/G16341,G20748,12,112,2020,,,,,,,,,,,,
2009_1058,52,,1,SVREC,0,1058,FALSE,2009,I13401/R12844,R20652,4,158,2020,1789.3,11.53,29,46,44,2,94,5,1,16,34.7949283,31.28817073
2003_1059,38,,2,SVREC,0,1059,FALSE,2003,N15337/N16405,N20343,6,90,2020,1218.4,12.62,16.3,47,39,3,95,4,3,16,23.40123012,17.36943902
2004_1059,145,,1,SVREC,1,1059,FALSE,2004,"Zenith//Alpena*/B09197, ADAMS",B18504,4,96,2020,2207.8,13.31,19.6,47,42,3,95,4,2,16,42.06931965,20.72102439
2008_1059,38,,38,SVREC,0,1059,FALSE,2008,P16901/G16341,G20757,12,113,2020,,,,,,,,,,,,
2009_1059,157,,1,SVREC,1,1059,FALSE,2009,"SR9-5/R09508, CAYENNE",R12844,4,159,2020,1630.8,12.21,34.5,44,49,2,92,5,1,16,31.46896855,36.93603659
2003_1060,19,,2,SVREC,0,1060,FALSE,2003,N14229/N17504,N20323,6,91,2020,931.4,14.5,14.9,53,42,3,94,4,1,16,17.50407256,15.53597561
2004_1060,68,,1,SVREC,0,1060,FALSE,2004,B16504/B17106,B20573,4,97,2020,1444.7,16.33,20.2,50,40,4,96,4,2,16,26.56954997,20.61139024
2008_1060,10,,10,SVREC,0,1060,FALSE,2008,G16306/G17411,G20716,12,114,2020,,,,,,,,,,,,
2009_1060,26,,1,SVREC,0,1060,FALSE,2009,R17605/R16503,R20626,4,160,2020,1433.4,12.25,31.6,46,50,2,94,5,1,16,27.64720813,33.81585366
2003_1061,11,,1,SVREC,0,1061,FALSE,2003,N14218/N17504,N20315,7,82,2020,1623.5,15.6,18.8,48,47,3,94,4,2,16,30.11837222,19.3502439
2004_1061,103,,1,SVREC,0,1061,FALSE,2004,B17106/B14302,B20609,4,98,2020,1463.4,13.35,15.6,49,60,2,92,5,1,16,27.87201547,16.48463415
2009_1061,79,,1,SVREC,0,1061,FALSE,2009,I13401/R17603,R20679,4,161,2020,1450.3,12.89,28.4,47,59,2,94,5,1,16,27.76915198,30.16980488
2003_1062,80,,1,SVREC,0,1062,FALSE,2003,B16504/N17504,N20395,7,83,2020,1514.1,14.95,17.7,47,47,2,94,5,3,16,28.3051613,18.35835366
2004_1062,147,,1,SVREC,3,1062,FALSE,2004,"BL14506, BLACK BEARD",I19703,4,99,2020,1965.1,13.93,21.2,47,68,2,94,5,4,16,37.1769036,22.2522439
2009_1062,57,,1,SVREC,0,1062,FALSE,2009,I13401/R17603,R20657,4,162,2020,1735.5,13.88,32.6,48,40,3,95,4,2,16,32.85227093,34.23795122
2003_1063,91,,1,SVREC,1,1063,FALSE,2003,"MEDALIST/N08003, ALPENA",N11283,7,84,2020,1936.1,14.67,18,47,58,2,93,5,3,16,36.31334763,18.73097561
2004_1063,78,,1,SVREC,0,1063,FALSE,2004,B16504/B17523,B20584,4,100,2020,1382.9,16.53,16.8,52,41,3,95,4,2,16,25.37218952,17.10117073
2009_1063,6,,1,SVREC,0,1063,FALSE,2009,R12844/I13401,R20606,4,163,2020,1484.3,11.91,28.9,48,44,3,94,4,1,16,28.73988686,31.04635366
2003_1064,2,,1,SVREC,0,1064,FALSE,2003,N14218/N15306,N20302,7,85,2020,223.4,17.1,15.7,51,48,2,92,4,1,16,4.070750229,15.87231707
2004_1064,7,,2,SVREC,0,1064,FALSE,2004,N17504/B15430,B20508,4,101,2020,1570.5,14.29,17.3,48,58,3,94,5,3,16,29.5873584,18.08271951
2009_1064,98,,2,SVREC,0,1064,FALSE,2009,I17551/I13401,R20698,4,164,2020,1026.5,13.14,31,48,35,3,95,4,5,16,19.59817067,32.83731707
2003_1065,32,,1,SVREC,0,1065,FALSE,2003,N15306/N14218,N20336,7,86,2020,1484.8,15.74,17.7,52,30,3,95,4,4,16,27.49958693,18.18782927
2004_1065,124,,2,SVREC,0,1065,FALSE,2004,B17692/B16504,B20630,4,102,2020,1181.2,13.47,16.1,53,59,4,96,4,2,16,22.46605918,16.98942683
2009_1065,42,,2,SVREC,0,1065,FALSE,2009,I13401/R12844,R20642,4,165,2020,1533.3,14.68,31.2,46,48,1,92,6,2,16,28.75509052,32.46321951
2003_1066,12,,2,SVREC,0,1066,FALSE,2003,N14218/N17504,N20316,7,87,2020,840.7,19.83,19.5,53,46,4,96,4,3,16,14.81459174,19.06481707
2004_1066,97,,2,SVREC,0,1066,FALSE,2004,B17106/B14302,B20603,4,103,2020,1337.4,14.21,16.9,48,56,1,92,5,3,16,25.21939962,17.68110976
2009_1066,54,,2,SVREC,0,1066,FALSE,2009,I13401/R17603,R20654,4,166,2020,1336.1,12.79,28,46,51,3,94,5,2,16,25.61191236,29.77902439
2003_1067,7,,2,SVREC,0,1067,FALSE,2003,N14218/N15306,N20307,7,88,2020,393.1,11.74,17.8,53,45,4,95,4,3,16,7.626121559,19.15887805
2004_1067,27,,2,SVREC,0,1067,FALSE,2004,B15430/B16504,B20530,4,104,2020,1347,17.73,20.1,47,34,3,96,5,2,16,24.35823688,20.16618293
2009_1067,158,,2,SVREC,2,1067,FALSE,2009,"SR99238/Merlot, VIPER",I13401,4,167,2020,1627.9,13.03,28.8,47,49,2,94,5,2,16,31.11959597,30.54556098
2003_1068,91,,2,SVREC,1,1068,FALSE,2003,"MEDALIST/N08003, ALPENA",N11283,7,89,2020,2109,14.82,18.6,48,50,2,92,5,3,16,39.486712,19.32131707
2004_1068,145,,2,SVREC,1,1068,FALSE,2004,"Zenith//Alpena*/B09197, ADAMS",B18504,4,105,2020,2262,12.36,18.4,47,46,2,95,5,2,16,43.57443114,19.66556098
2009_1068,157,,2,SVREC,1,1068,FALSE,2009,"SR9-5/R09508, CAYENNE",R12844,4,168,2020,1438.1,12.32,34,45,46,2,92,6,1,16,27.71573397,36.35512195
2003_1069,6,,2,SVREC,0,1069,FALSE,2003,N14218/N15306,N20306,7,90,2020,874.2,13.07,18.1,53,37,3,96,2,4,16,16.70387527,19.18820732
2004_1069,43,,2,SVREC,0,1069,FALSE,2004,B16501/B16504,B20546,4,106,2020,1626.1,18.27,20.8,49,50,3,96,4,2,16,29.21228341,20.7315122
2009_1069,140,,2,SVREC,0,1069,FALSE,2009,I13427/S17702,S20414,4,169,2020,1056.2,15.33,29.6,45,30,3,95,4,1,16,19.65678464,30.56380488
2003_1070,44,,2,SVREC,0,1070,FALSE,2003,N16405/G16301,N20349,7,91,2020,1319.3,15.03,26.3,48,47,4,96,2,4,16,24.64029695,27.25257317
2004_1070,62,,2,SVREC,0,1070,FALSE,2004,B16504/B17106,B20566,4,107,2020,1213.7,12.64,17.7,52,47,4,93,4,1,16,23.30562392,18.85697561
2009_1070,159,,2,SVREC,3,1070,FALSE,2009,"S02754/S04503, ROSETTA",S08418,4,170,2020,1082.8,13.83,29.9,44,42,1,92,6,1,16,20.50883999,31.42052439
2003_1071,74,,1,SVREC,0,1071,FALSE,2003,B15430/N14229,N20389,8,82,2020,1120.5,19.43,20.4,47,39,3,96,2,1,16,19.84366932,20.0442439
2004_1071,84,,2,SVREC,0,1071,FALSE,2004,B16505/B16504,B20590,4,108,2020,1699.3,13.33,17.6,47,48,2,94,5,2,16,32.37245312,18.60234146
2009_1071,139,,2,SVREC,0,1071,FALSE,2009,I13427/S17702,S20413,4,171,2020,866.7,14.13,31.3,51,37,1,94,4,1,16,16.35863326,32.77720732
2003_1072,54,,1,SVREC,0,1072,FALSE,2003,N17504/N16405,N20366,8,83,2020,644.5,15.67,18.6,47,48,3,96,3,2,16,11.94653002,19.1285122
2004_1072,113,,2,SVREC,0,1072,FALSE,2004,B17106/N14218,B20619,4,109,2020,1486,12.43,16.6,47,54,2,92,5,1,16,28.60295585,17.72758537
2009_1072,146,,2,SVREC,0,1072,FALSE,2009,S17702/I13427,S20420,4,172,2020,1375.1,14.45,33.2,53,36,2,94,4,3,16,25.85776907,34.63731707
